label,delta_x,delta_total,velocity,angle,delta_tip2,dist_thumb,dist_index,dist_middle,dist_ring,dist_pinky,index_ratio
1,45,45.541,0.759,0.154,173.649,162.89,250.05,129.035,103.755,99.504,2.257
1,24,24.083,0.401,0.083,85.094,165.218,250.05,129.341,101.789,98.858,2.273
1,5,7.071,0.118,-0.785,30.15,167.523,245.459,126.289,98.955,94.366,2.304
1,-23,32.527,0.542,-2.356,69.642,170.038,243.403,124.788,95.88,92.962,2.328
1,-44,54.406,0.907,-2.513,118.068,165.024,237.542,114.237,92.347,85.147,2.443
1,-62,71.197,1.187,-2.628,141.718,154.768,231.45,113.6,90.25,76.4,2.478
1,-88,96.664,1.611,-2.715,251.796,138.398,223.66,102.083,76.059,63.246,2.78
1,-93,97.417,1.624,-2.839,263.23,125.0,207.538,86.839,65.0,49.739,3.089
1,-93,96.047,1.601,-2.889,262.231,123.329,205.234,84.646,60.605,45.277,3.232
1,-92,94.366,1.573,-2.917,256.33,113.851,198.081,75.073,49.497,33.615,3.757
1,-89,90.255,1.504,-2.975,257.28,149.265,187.489,60.208,37.216,23.022,4.67
1,-84,84.593,1.41,-3.023,242.167,121.277,179.338,53.852,30.676,22.361,5.033
1,-79,79.63,1.327,-3.016,228.002,132.231,163.049,51.0,26.571,18.028,5.117
1,-67,67.03,1.117,-3.112,201.301,102.313,189.042,48.332,23.345,21.932,6.058
1,-66,66.189,1.103,-3.066,181.466,92.347,191.212,60.208,32.016,28.32,4.759
1,-62,62.032,1.034,-3.109,161.524,96.0,198.728,59.666,30.0,28.425,5.049
1,-48,48.166,0.803,-3.058,141.354,98.046,200.564,53.935,30.15,30.48,5.252
1,-39,40.262,0.671,-2.891,122.037,99.045,202.544,53.759,29.275,32.558,5.257
1,-20,24.413,0.407,-2.531,99.045,93.536,208.492,55.145,29.614,33.242,5.301
1,-5,19.647,0.327,-1.828,60.407,90.67,211.294,50.359,30.083,34.713,5.505
1,10,25.08,0.418,-1.161,21.541,99.825,219.791,51.039,31.321,36.125,5.565
1,13,32.696,0.545,-1.162,44.688,94.366,222.946,53.009,32.573,36.878,5.462
1,19,38.079,0.635,-1.048,121.594,96.302,227.431,56.0,36.056,40.361,5.153
1,38,47.802,0.797,-0.652,158.474,98.082,226.738,49.092,31.623,37.014,5.778
1,51,58.181,0.97,-0.502,215.205,95.603,226.738,45.706,27.459,31.145,6.521
1,60,63.569,1.059,-0.337,254.49,101.203,220.792,55.326,30.594,32.016,5.616
1,68,69.426,1.157,-0.203,297.311,107.466,220.127,86.701,54.12,49.578,3.468
1,75,75.802,1.263,-0.146,309.556,115.209,201.4,79.699,55.785,43.0,3.385
1,73,73.11,1.218,-0.055,317.238,133.933,191.094,87.983,64.07,48.374,2.86
1,70,70.0,1.167,0.0,320.825,142.468,192.899,119.604,95.131,71.4,2.022
1,65,65.49,1.092,0.122,316.512,146.492,209.468,139.628,115.974,90.078,1.818
1,55,56.754,0.946,0.249,303.279,161.839,213.354,152.322,124.888,104.12,1.678
1,44,49.649,0.827,0.482,283.113,156.525,243.167,127.224,105.991,101.966,2.176
1,35,44.822,0.747,0.675,251.018,162.339,247.316,128.062,107.056,98.25,2.226
1,26,44.407,0.74,0.945,207.087,159.239,247.413,125.419,102.421,95.425,2.296
1,12,37.947,0.632,1.249,142.369,161.245,249.161,124.595,98.717,97.324,2.331
1,-10,36.401,0.607,1.849,81.841,162.754,246.757,125.936,99.459,97.673,2.291
1,-26,37.483,0.625,2.337,21.471,157.436,239.804,119.231,95.88,89.051,2.365
1,-43,47.424,0.79,2.706,71.784,154.871,236.305,118.701,93.301,83.433,2.4
1,-61,61.66,1.028,2.995,143.126,149.496,235.536,112.254,86.035,73.498,2.6
1,-70,70.711,1.179,3.0,192.26,148.003,233.692,109.932,81.86,68.622,2.692
1,-74,74.813,1.247,2.994,230.106,139.402,224.508,99.02,71.589,56.859,2.961
1,-83,84.345,1.406,2.963,249.008,121.696,214.853,91.049,67.201,47.802,3.128
1,-88,90.244,1.504,2.918,262.393,104.062,203.843,70.767,45.277,27.731,4.253
1,-89,90.427,1.507,2.964,266.177,98.489,202.704,58.796,35.777,27.459,4.983
1,-88,90.028,1.5,2.929,265.062,100.305,201.206,59.816,33.615,25.632,5.07
1,-83,85.376,1.423,2.905,264.197,87.321,199.123,51.0,29.275,26.249,5.608
1,-79,82.006,1.367,2.87,263.336,79.762,201.002,52.555,31.016,27.659,5.421
1,-73,77.162,1.286,2.812,255.812,86.093,204.626,54.708,34.015,33.941,5.005
1,-64,71.113,1.185,2.691,240.47,87.052,204.414,52.887,31.145,33.971,5.197
1,-58,63.977,1.066,2.706,235.017,90.139,207.8,56.143,33.734,39.623,4.814
1,-52,58.592,0.977,2.663,223.886,96.187,212.398,56.143,33.734,37.643,4.997
1,-39,46.872,0.781,2.554,195.489,94.895,213.694,53.151,32.894,39.205,5.118
1,-24,34.655,0.578,2.336,166.208,89.443,217.168,49.649,29.411,36.62,5.632
1,-18,25.456,0.424,2.356,127.758,89.051,221.741,50.249,32.696,41.881,5.329
1,-1,14.036,0.234,1.642,87.321,89.269,224.84,50.16,31.385,39.962,5.551
1,9,9.487,0.158,-0.322,42.638,89.499,225.211,50.636,30.083,37.202,5.73
1,25,29.682,0.495,-0.569,26.019,95.079,228.116,46.39,28.862,32.802,6.333
1,42,45.695,0.762,-0.405,78.638,96.302,229.896,53.235,30.806,34.059,5.84
1,61,63.891,1.065,-0.302,139.807,97.745,229.334,52.345,30.414,33.242,5.931
1,78,79.624,1.327,-0.202,213.396,100.02,229.172,56.569,33.061,32.558,5.627
1,85,85.709,1.428,-0.129,253.87,105.38,232.215,69.051,41.049,41.11,4.607
1,109,109.225,1.82,0.064,330.002,100.404,224.878,70.774,46.84,33.734,4.457
1,116,116.966,1.949,0.129,354.006,121.754,217.368,89.894,65.742,50.596,3.162
1,118,119.854,1.998,0.176,361.05,141.354,189.214,109.225,84.291,65.192,2.194
1,116,118.663,1.978,0.212,362.167,140.869,191.23,131.59,101.833,79.756,1.832
1,108,112.361,1.873,0.28,351.364,149.335,208.0,138.004,107.912,89.694,1.859
1,94,102.157,1.703,0.402,330.733,160.078,213.591,142.688,116.362,102.883,1.77
1,72,91.214,1.52,0.661,304.582,159.778,237.261,134.852,106.607,104.087,2.06
1,70,99.705,1.662,0.792,269.615,163.233,242.528,131.244,109.836,103.392,2.112
1,53,84.646,1.411,0.894,222.036,163.719,247.746,130.0,106.921,109.115,2.148
1,53,84.646,1.411,0.894,222.036,163.719,247.746,130.0,106.921,109.115,2.148
1,53,84.646,1.411,0.894,222.036,163.719,247.746,130.0,106.921,109.115,2.148
1,53,84.646,1.411,0.894,222.036,163.719,247.746,130.0,106.921,109.115,2.148
1,-10,41.231,0.687,1.816,59.841,165.529,247.588,131.027,105.683,107.117,2.16
1,-30,41.037,0.684,2.391,90.05,167.26,248.365,129.283,104.393,101.494,2.223
1,-43,45.88,0.765,2.785,153.525,168.6,247.008,130.361,101.789,104.69,2.2
1,-50,50.359,0.839,3.022,199.1,165.946,242.528,127.44,99.247,101.833,2.215
1,-66,66.189,1.103,3.066,224.589,163.768,240.709,126.491,99.69,97.867,2.228
1,-67,67.476,1.125,3.023,240.707,158.777,239.727,119.403,93.606,95.525,2.331
1,-71,71.701,1.195,3.002,252.517,154.052,233.403,118.596,94.244,86.683,2.338
1,-72,72.56,1.209,3.017,263.059,148.354,223.544,115.871,94.578,84.9,2.271
1,-70,70.859,1.181,2.986,263.752,144.506,213.701,109.59,86.539,74.041,2.373
1,-64,65.513,1.092,2.926,259.262,126.246,211.549,92.114,71.113,59.464,2.85
1,-57,60.083,1.001,2.82,251.857,125.399,207.634,87.618,66.573,50.249,3.047
1,-48,53.226,0.887,2.695,235.017,115.434,198.217,77.801,55.803,37.483,3.476
1,-39,49.82,0.83,2.47,226.645,97.755,189.061,67.179,41.037,26.249,4.218
1,-27,38.897,0.648,2.338,204.924,90.956,184.024,54.589,31.385,19.647,5.227
1,-17,35.355,0.589,2.072,177.792,94.085,181.593,51.245,22.136,17.029,6.026
1,-12,29.547,0.492,1.989,161.645,81.006,186.762,47.127,22.204,20.809,6.216
1,-3,18.248,0.304,1.736,133.154,81.498,187.758,44.272,22.091,24.207,6.219
1,-3,7.616,0.127,1.976,108.853,85.51,193.83,43.966,23.022,28.425,6.094
1,-3,9.487,0.158,-1.893,75.769,92.195,199.04,47.676,28.862,35.609,5.324
1,1,19.026,0.317,-1.518,50.448,90.708,203.066,48.0,30.463,36.62,5.294
1,20,32.016,0.534,-0.896,31.0,96.84,208.406,47.096,30.463,36.056,5.503
1,27,37.483,0.625,-0.767,12.649,100.96,212.664,51.352,32.202,40.817,5.13
1,30,47.634,0.794,-0.889,43.932,98.671,217.635,54.745,35.777,43.046,4.888
1,40,53.151,0.886,-0.719,104.307,95.509,222.308,50.249,32.65,41.183,5.375
1,54,63.285,1.055,-0.549,145.619,98.031,224.929,49.163,31.048,38.013,5.708
1,64,69.08,1.151,-0.386,197.669,110.86,227.952,57.14,36.056,44.204,4.977
1,71,73.246,1.221,-0.248,231.041,139.517,242.161,93.301,71.589,68.118,3.118
1,88,88.204,1.47,-0.068,280.608,166.331,236.592,110.725,85.615,70.0,2.665
1,95,95.0,1.583,0.0,313.847,190.224,208.904,102.616,78.0,57.689,2.63
1,100,100.18,1.67,0.06,335.345,146.823,207.762,135.37,108.853,89.989,1.865
1,100,100.499,1.675,0.1,343.064,160.378,223.081,144.941,119.616,105.119,1.81
1,96,96.519,1.609,0.104,343.91,161.45,238.472,133.195,108.669,106.677,2.053
1,81,81.744,1.362,0.135,329.803,163.878,247.552,131.7,114.856,111.041,2.077
1,71,74.041,1.234,0.288,300.326,163.294,246.83,128.32,109.458,111.018,2.123
1,55,58.873,0.981,0.365,251.018,167.705,246.83,129.283,107.355,107.299,2.153
1,44,50.606,0.843,0.517,209.002,168.6,244.724,129.402,105.721,107.466,2.143
1,18,26.907,0.448,0.838,154.052,165.919,243.953,127.13,100.225,104.809,2.203
1,0,13.0,0.217,1.571,78.006,165.061,242.621,124.31,98.234,101.833,2.244
1,-21,21.587,0.36,2.908,15.524,160.524,238.008,122.102,102.181,100.02,2.202
1,-33,33.242,0.554,-3.021,57.385,157.623,226.374,120.748,96.566,91.924,2.196
1,-60,62.097,1.035,-2.881,128.561,155.724,217.8,118.596,94.937,87.092,2.173
1,-81,84.481,1.408,-2.854,184.44,144.845,214.672,116.97,93.107,80.362,2.217
1,-84,87.361,1.456,-2.863,221.305,139.628,204.788,109.932,87.321,73.682,2.268
1,-86,88.295,1.472,-2.913,248.262,137.902,198.93,101.833,82.765,67.119,2.371
1,-84,84.853,1.414,-3.0,265.754,133.004,194.813,93.005,75.584,57.271,2.588
1,-83,83.6,1.393,-3.022,267.367,124.631,185.586,94.493,72.56,52.839,2.532
1,-82,82.298,1.372,-3.056,267.187,106.85,178.474,77.795,55.218,33.971,3.206
1,-81,81.099,1.352,-3.092,268.226,132.544,175.923,57.628,32.65,15.297,4.999
1,-76,76.026,1.267,-3.115,259.378,122.589,185.777,48.384,23.087,22.023,5.961
1,-69,69.007,1.15,3.127,244.074,106.381,195.167,52.173,27.074,30.0,5.359
1,-62,62.0,1.033,3.142,224.009,97.622,204.922,58.215,33.377,30.414,5.039
1,-49,49.041,0.817,-3.101,201.002,98.478,209.938,61.008,36.688,36.125,4.706
1,-41,41.437,0.691,-2.996,178.011,101.272,213.591,57.079,36.056,37.643,4.9
1,-36,38.626,0.644,-2.771,153.029,102.259,216.723,55.0,35.44,36.797,5.11
1,-29,35.228,0.587,-2.538,150.944,103.576,218.341,61.0,38.601,40.361,4.68
1,-19,33.015,0.55,-2.184,92.228,109.49,221.712,62.032,40.162,43.186,4.575
1,6,43.417,0.724,-1.432,72.801,109.659,223.379,59.0,39.217,44.598,4.692
1,8,57.559,0.959,-1.431,39.051,102.961,225.843,54.037,38.484,45.0,4.927
1,21,58.873,0.981,-1.206,58.181,106.513,229.02,52.038,38.079,44.204,5.115
1,82,87.316,1.455,-0.351,246.759,107.935,228.633,55.0,39.217,46.098,4.888
1,93,97.124,1.619,-0.292,287.383,111.571,230.593,57.14,39.56,42.426,4.972
1,107,107.912,1.799,-0.13,336.027,102.611,230.688,60.407,37.656,39.598,5.027
1,111,111.162,1.853,-0.054,359.58,122.332,230.222,84.149,58.694,52.431,3.537
1,115,115.07,1.918,-0.035,366.302,120.416,213.178,94.921,67.602,47.265,3.048
1,109,109.115,1.819,-0.046,364.664,127.91,213.528,89.006,69.462,53.235,3.026
1,99,99.02,1.65,-0.02,357.716,134.183,210.06,102.927,80.43,69.354,2.494
1,85,85.053,1.418,-0.035,340.724,147.201,205.222,119.331,96.938,82.201,2.063
1,67,67.03,1.117,0.03,313.193,173.968,219.939,155.567,125.936,103.31,1.715
1,51,52.631,0.877,0.25,270.78,156.285,248.863,162.754,136.308,115.802,1.8
1,34,36.77,0.613,0.391,221.326,167.242,237.2,129.495,105.309,105.759,2.089
1,17,24.042,0.401,0.785,160.131,163.982,245.204,125.3,100.245,104.924,2.226
1,-9,10.817,0.18,2.554,90.449,160.91,244.295,117.201,95.859,106.888,2.291
1,-34,34.366,0.573,2.996,21.095,161.988,246.343,118.966,94.705,104.139,2.325
1,-48,48.508,0.808,-2.997,76.059,163.368,244.935,121.202,94.921,99.247,2.33
1,-69,70.831,1.181,-2.914,140.73,166.688,241.76,122.544,97.499,100.896,2.26
1,-84,85.907,1.432,-2.93,206.62,159.013,234.617,124.908,100.846,95.336,2.192
1,-88,89.443,1.491,-2.962,249.339,160.24,236.922,118.461,91.788,93.606,2.339
1,-88,88.459,1.474,-3.04,281.087,158.256,239.454,126.016,101.213,95.52,2.226
1,-87,87.092,1.452,-3.096,291.11,151.38,231.573,124.808,99.363,84.694,2.249
1,-91,91.198,1.52,-3.076,290.291,138.192,216.474,106.042,84.315,72.014,2.475
1,-91,91.351,1.523,-3.054,284.635,135.207,210.583,100.603,76.026,59.076,2.68
1,-85,85.094,1.418,-3.095,278.95,121.264,201.921,80.722,56.223,39.825,3.427
1,-81,81.056,1.351,-3.105,274.235,122.984,190.539,71.063,43.267,25.495,4.088
1,-73,73.11,1.218,-3.087,260.302,181.099,107.564,78.262,50.0,35.355,1.972
1,-61,61.033,1.017,-3.109,243.091,101.02,197.914,86.284,45.1,38.601,3.493
1,-56,56.036,0.934,-3.106,215.574,93.048,199.331,64.498,34.0,30.61,4.632
1,-51,51.088,0.851,-3.083,195.604,97.082,202.41,62.394,35.355,36.878,4.51
1,-40,40.112,0.669,-3.067,175.932,89.805,207.625,51.478,31.321,37.537,5.176
1,-32,32.558,0.543,-2.956,159.665,87.824,211.814,47.539,30.083,38.288,5.482
1,-21,22.136,0.369,-2.82,135.794,89.822,212.925,42.202,26.571,35.805,6.108
1,-13,14.765,0.246,-2.648,128.86,85.907,215.713,43.738,30.083,39.408,5.715
1,0,12.0,0.2,-1.571,78.924,90.028,218.525,42.426,29.155,41.617,5.791
1,9,32.28,0.538,-1.288,36.878,89.822,219.784,44.553,30.676,38.013,5.822
1,27,45.804,0.763,-0.94,25.495,91.444,222.991,45.541,28.16,36.401,6.076
1,39,58.052,0.968,-0.834,74.33,93.408,225.304,50.99,31.048,41.231,5.483
1,64,74.431,1.241,-0.536,129.437,98.762,227.882,51.352,33.838,42.012,5.375
1,77,82.28,1.371,-0.36,187.883,99.464,228.373,65.069,40.025,40.311,4.712
1,93,94.726,1.579,-0.191,245.837,119.942,229.965,82.298,58.523,56.223,3.501
1,100,100.245,1.671,-0.07,273.002,122.053,222.445,86.035,63.348,47.17,3.395
1,114,114.039,1.901,0.026,337.165,126.657,210.288,93.536,70.491,55.57,2.873
1,123,123.911,2.065,0.121,365.351,139.989,194.139,118.258,90.686,70.605,2.083
1,120,121.824,2.03,0.173,371.109,143.402,208.24,131.712,104.293,83.241,1.957
1,112,114.978,1.916,0.228,366.0,156.464,230.358,148.809,119.08,100.305,1.877
1,96,103.247,1.721,0.377,346.071,165.469,232.499,158.777,128.082,113.508,1.742
1,78,87.207,1.453,0.464,313.23,166.373,242.095,134.737,110.725,110.887,2.038
1,71,85.147,1.419,0.585,262.195,166.385,246.781,125.543,106.705,114.215,2.137
1,62,81.566,1.359,0.707,188.693,166.859,246.077,127.781,107.355,110.223,2.138
1,44,67.357,1.123,0.859,123.045,164.584,242.539,124.92,104.924,109.165,2.146
1,22,46.53,0.775,1.078,138.0,165.919,243.261,125.228,103.755,104.307,2.19
1,-4,17.464,0.291,1.802,78.568,165.061,241.249,123.491,99.202,101.833,2.23
1,-38,38.118,0.635,-3.063,158.751,163.11,239.508,128.156,100.578,99.639,2.188
1,-60,60.208,1.003,-3.058,203.806,158.382,237.002,127.91,97.739,97.082,2.203
1,-64,64.125,1.069,-3.079,234.478,166.712,230.228,130.587,104.924,95.567,2.086
1,-73,73.171,1.22,-3.073,255.979,161.969,230.289,131.727,106.024,93.005,2.089
1,-68,68.264,1.138,-3.054,271.155,158.619,216.813,123.146,100.24,84.865,2.11
1,-73,73.062,1.218,-3.101,276.957,145.0,209.335,109.403,86.533,72.918,2.336
1,-72,72.173,1.203,-3.072,283.854,137.186,203.337,103.078,78.006,67.082,2.458
1,-72,72.062,1.201,-3.1,292.25,128.818,198.95,89.196,67.007,53.254,2.849
1,-68,68.0,1.133,3.142,290.119,121.017,192.419,80.623,57.315,41.012,3.226
1,-61,61.814,1.03,2.979,278.002,172.285,158.152,80.709,51.313,33.242,2.871
1,-50,51.662,0.861,2.887,263.23,118.828,174.184,74.847,42.379,29.275,3.567
1,-40,42.059,0.701,2.827,244.272,113.04,181.868,70.456,39.319,26.926,3.991
1,-31,36.359,0.606,2.592,220.239,108.042,186.904,50.22,26.077,28.32,5.36
1,-21,30.414,0.507,2.333,183.731,88.363,197.669,47.854,25.71,28.018,5.838
1,-15,24.207,0.403,2.239,144.669,88.685,205.361,49.041,28.16,32.45,5.619
1,-8,10.0,0.167,2.498,106.405,92.763,217.72,69.584,39.217,39.699,4.398
1,4,5.657,0.094,-0.785,70.576,102.84,223.365,63.953,36.401,39.408,4.795
1,16,31.385,0.523,-1.036,22.361,103.078,230.222,59.841,39.812,43.829,4.814
1,27,41.11,0.685,-0.854,17.464,106.32,235.034,60.638,40.311,47.508,4.75
1,38,53.74,0.896,-0.785,64.885,107.517,237.508,62.097,43.046,48.549,4.636
1,54,63.812,1.064,-0.562,119.013,105.622,237.8,60.017,40.817,44.944,4.894
1,71,78.294,1.305,-0.435,167.045,100.245,235.459,60.299,39.812,45.0,4.868
1,76,79.699,1.328,-0.306,209.774,119.549,237.929,79.31,53.852,56.586,3.762
1,77,77.782,1.296,-0.142,276.622,113.864,230.465,80.056,54.452,45.793,3.835
1,81,81.006,1.35,0.012,319.39,135.724,213.244,101.533,71.169,55.227,2.807
1,75,75.954,1.266,0.159,336.341,140.663,201.559,119.62,89.805,70.937,2.157
1,69,71.568,1.193,0.269,336.335,156.461,186.497,149.282,124.278,99.85,1.498
1,64,70.264,1.171,0.425,318.039,152.161,172.003,165.303,140.89,113.296,1.23
1,62,75.452,1.258,0.606,262.101,153.938,217.221,160.328,135.329,117.614,1.577
1,60,77.466,1.291,0.685,186.593,165.895,238.403,130.541,109.0,108.046,2.058
1,47,63.702,1.062,0.741,114.983,160.854,243.002,118.878,101.178,104.809,2.244
1,29,43.186,0.72,0.835,74.25,162.641,249.201,122.025,105.304,110.223,2.215
1,13,26.42,0.44,1.056,106.019,159.531,244.935,119.641,101.272,106.019,2.248
1,-12,12.369,0.206,2.897,97.005,162.308,247.073,124.724,106.367,104.043,2.212
1,-26,26.077,0.435,-3.065,132.424,164.694,248.966,122.123,101.0,99.247,2.317
1,-35,35.057,0.584,-3.085,154.952,162.788,244.663,119.541,98.489,97.185,2.329
1,-44,44.102,0.735,-3.074,171.732,162.348,242.539,116.245,95.21,93.904,2.383
1,-48,48.26,0.804,-3.038,185.586,161.447,234.798,116.778,89.811,95.525,2.332
1,-53,53.6,0.893,-2.992,200.898,156.589,225.816,125.24,100.658,95.901,2.105
1,-54,54.589,0.91,-2.995,203.002,150.748,224.964,119.921,94.705,86.493,2.241
1,-50,50.01,0.833,-3.122,228.373,149.003,211.464,107.355,85.088,77.279,2.352
1,-44,45.354,0.756,2.897,231.836,135.37,203.868,100.802,77.524,62.394,2.541
1,-46,49.041,0.817,2.788,233.773,123.227,189.771,83.815,61.057,42.202,3.043
1,-49,52.924,0.882,2.754,228.954,103.586,182.661,70.838,46.011,29.155,3.753
1,-51,57.706,0.962,2.655,207.692,82.765,180.278,53.151,26.833,18.868,5.471
1,-52,57.697,0.962,2.693,184.383,75.505,186.132,42.438,22.561,21.26,6.473
1,-52,60.539,1.009,2.604,154.777,76.236,192.263,38.471,18.111,22.825,7.264
1,-53,60.415,1.007,2.641,135.326,82.006,197.0,42.379,22.0,27.203,6.453
1,-47,51.894,0.865,2.704,121.314,87.207,205.205,43.681,24.187,32.558,6.13
1,-33,43.278,0.721,2.438,100.648,88.363,211.589,49.497,28.443,33.242,5.709
1,-25,29.155,0.486,2.601,81.154,93.263,217.223,48.836,29.833,33.302,5.82
1,-14,17.804,0.297,2.476,66.761,99.408,220.336,47.074,30.806,35.384,5.836
1,-3,3.606,0.06,-2.554,42.426,107.079,225.96,51.245,30.414,32.65,5.93
1,7,9.22,0.154,-0.709,15.297,110.422,230.846,56.569,33.242,33.941,5.596
1,10,18.028,0.3,-0.983,37.643,99.825,233.42,61.66,37.121,34.713,5.246
1,11,25.495,0.425,-1.125,105.109,89.275,226.524,57.871,35.0,31.623,5.459
1,15,26.627,0.444,-0.972,191.846,91.591,220.792,64.257,39.85,28.16,5.008
1,24,26.833,0.447,-0.464,275.073,126.764,195.167,95.016,69.893,51.624,2.704
1,37,38.897,0.648,0.314,274.06,144.807,198.285,119.971,91.967,74.202,2.079
1,50,61.033,1.017,0.611,328.325,154.383,214.674,146.031,106.532,96.177,1.847
1,60,72.67,1.211,0.599,340.602,151.38,214.443,156.16,114.039,99.624,1.74
1,55,75.007,1.25,0.748,328.609,179.805,184.762,156.0,118.004,102.772,1.471
1,53,75.664,1.261,0.795,301.007,164.174,237.966,116.056,94.726,98.25,2.31
1,46,80.449,1.341,0.962,260.847,158.146,240.217,113.886,97.673,100.08,2.312
1,41,80.262,1.338,1.035,215.928,160.649,244.639,117.987,98.061,99.005,2.329
1,32,81.541,1.359,1.168,167.371,160.705,242.844,119.616,100.896,98.046,2.287
1,13,66.287,1.105,1.373,101.533,160.462,240.0,120.553,97.293,94.133,2.308
1,2,48.042,0.801,1.529,50.537,155.641,236.457,114.018,94.594,89.202,2.382
1,-17,33.615,0.56,2.101,52.802,150.266,228.548,111.893,87.092,78.772,2.469
1,-41,45.618,0.76,2.688,83.815,153.075,224.644,108.227,84.528,85.329,2.423
1,-55,57.567,0.959,2.842,115.741,149.883,217.175,110.675,88.119,84.646,2.299
1,-61,61.66,1.028,2.995,144.257,145.619,210.794,105.394,82.365,73.246,2.423
1,-67,67.268,1.121,3.052,181.893,138.232,200.529,92.655,71.197,60.166,2.685
1,-63,63.285,1.055,3.047,216.123,126.016,191.063,88.233,65.863,49.244,2.819
1,-57,59.203,0.987,2.868,240.56,117.456,183.439,80.056,52.802,35.384,3.271
1,-56,60.539,1.009,2.752,252.686,104.202,180.602,74.25,44.553,26.42,3.731
1,-51,59.169,0.986,2.61,264.439,83.774,180.136,53.535,31.321,22.361,5.04
1,-51,62.426,1.04,2.527,256.189,76.688,185.194,45.31,23.087,22.804,6.092
1,-47,59.203,0.987,2.488,252.05,109.225,208.031,73.171,45.277,43.417,3.856
1,-37,55.973,0.933,2.293,231.758,80.225,206.952,45.541,25.495,33.601,5.933
1,-32,55.218,0.92,2.189,207.155,84.149,212.05,45.706,26.476,32.802,6.059
1,-26,46.043,0.767,2.171,177.124,89.677,217.8,48.508,28.443,33.601,5.91
1,-6,37.483,0.625,1.732,155.309,93.215,220.601,48.26,30.364,36.62,5.743
1,0,25.0,0.417,1.571,122.45,96.177,226.815,52.24,32.757,35.468,5.648
1,15,19.209,0.32,0.675,90.211,96.509,227.684,51.01,32.894,38.275,5.591
1,27,27.0,0.45,0.0,53.712,100.02,231.199,57.009,36.401,39.205,5.23
1,37,40.719,0.679,-0.431,11.705,101.637,234.201,56.036,36.139,40.46,5.297
1,44,54.406,0.907,-0.629,64.413,100.439,233.985,54.083,35.171,38.419,5.498
1,46,61.62,1.027,-0.728,144.544,99.69,234.35,61.008,40.262,43.863,4.844
1,57,66.888,1.115,-0.551,214.979,98.27,234.557,62.201,38.328,38.949,5.045
1,72,76.551,1.276,-0.347,257.309,97.129,233.06,65.115,38.053,34.67,5.072
1,80,81.049,1.351,-0.161,333.156,95.425,221.289,61.465,35.903,33.121,5.088
1,93,93.193,1.553,0.064,377.244,109.59,213.265,78.006,54.406,38.079,3.753
1,100,100.717,1.679,0.119,393.08,141.676,200.202,109.622,83.738,62.482,2.348
1,97,98.153,1.636,0.153,394.392,159.831,213.378,143.283,109.293,94.847,1.843
1,90,91.782,1.53,0.197,385.689,163.221,211.981,155.332,112.699,103.446,1.712
1,77,80.957,1.349,0.314,367.984,156.822,223.043,153.873,116.056,108.503,1.768
1,62,74.887,1.248,0.595,345.562,155.631,241.299,158.24,112.588,115.07,1.876
1,58,79.931,1.332,0.759,307.371,163.982,245.734,123.859,105.019,103.005,2.221
1,64,87.727,1.462,0.753,209.69,163.414,250.338,122.776,106.513,107.0,2.233
1,39,63.411,1.057,0.908,166.075,166.769,251.336,127.016,109.142,110.041,2.178
1,33,61.587,1.026,1.005,88.685,168.467,250.569,127.236,109.385,108.227,2.18
1,12,27.731,0.462,1.123,6.083,172.54,251.978,127.632,108.669,109.293,2.187
1,-9,9.22,0.154,-2.923,74.007,168.861,249.804,123.438,106.902,104.48,2.238
1,-26,31.623,0.527,-2.536,146.414,168.253,249.303,122.984,104.403,107.299,2.235
1,-36,45.0,0.75,-2.498,197.365,165.197,246.564,131.095,106.738,103.392,2.168
1,-37,46.4,0.773,-2.494,228.561,162.496,234.079,130.142,103.407,96.177,2.13
1,-40,45.651,0.761,-2.639,238.254,159.389,229.811,120.067,95.854,88.645,2.264
1,-46,54.378,0.906,-2.579,245.033,160.524,221.822,127.632,96.664,93.172,2.096
1,-39,42.154,0.703,-2.752,249.05,154.263,213.434,124.555,95.713,81.271,2.123
1,-39,41.785,0.696,-2.774,249.339,140.801,200.192,101.02,78.721,62.298,2.481
1,-33,34.785,0.58,-2.82,229.961,125.992,191.128,86.452,63.008,45.0,2.949
1,-29,30.083,0.501,-2.872,212.476,102.078,183.807,69.029,45.0,26.627,3.92
1,-31,31.401,0.523,-2.982,184.567,91.788,182.099,56.851,31.401,18.028,5.14
1,-25,25.08,0.418,3.062,139.216,76.922,181.893,44.418,20.616,19.849,6.429
1,-20,20.1,0.335,-3.042,95.802,72.111,187.115,41.485,18.111,20.616,6.998
1,-15,15.811,0.264,-2.82,67.082,86.209,195.563,43.966,20.1,23.324,6.714
1,-4,11.705,0.195,-1.92,45.891,87.132,202.527,41.761,20.1,27.203,6.822
1,3,13.342,0.222,-1.344,33.971,88.843,212.361,43.566,27.857,37.202,5.865
1,15,27.459,0.458,-0.993,32.757,92.962,216.965,41.049,27.731,37.59,6.119
1,19,46.098,0.768,-1.146,36.222,102.357,224.84,48.374,33.615,42.942,5.399
1,30,53.254,0.888,-0.972,58.31,108.812,234.03,52.393,36.892,45.618,5.204
1,35,65.192,1.087,-1.004,90.609,112.894,240.416,55.082,41.881,50.12,4.904
1,38,71.868,1.198,-1.014,137.131,113.296,245.326,56.613,42.202,51.0,4.913
1,44,79.322,1.322,-0.983,171.327,109.11,244.387,57.559,40.706,46.325,5.071
