label,delta_x,delta_total,velocity,angle,delta_tip2,dist_thumb,dist_index,dist_middle,dist_ring,dist_pinky,index_ratio
2,14,53.852,0.898,-1.308,21.095,96.047,215.676,65.947,43.186,22.804,4.904
2,9,52.773,0.88,-1.399,27.893,111.893,204.159,86.683,63.82,42.521,3.173
2,6,41.437,0.691,-1.425,39.319,128.425,205.244,104.661,84.119,66.189,2.415
2,9,34.205,0.57,-1.305,42.012,139.316,205.222,116.039,97.082,80.056,2.1
2,18,30.0,0.5,-0.927,45.706,149.459,209.468,118.191,102.318,88.6,2.033
2,25,27.313,0.455,-0.415,68.007,150.881,213.178,122.119,102.489,89.627,2.035
2,5,24.515,0.409,-1.365,66.708,158.316,215.23,117.686,90.25,76.903,2.267
2,-12,21.633,0.361,-2.159,44.102,162.542,219.0,118.309,83.57,66.753,2.446
2,-22,25.554,0.426,-2.608,29.411,165.421,228.035,120.167,88.769,73.11,2.426
2,-25,26.926,0.449,-2.761,25.495,167.359,237.023,120.619,95.525,78.23,2.416
2,-25,25.02,0.417,-3.102,20.881,169.331,242.736,122.025,100.603,84.149,2.374
2,-20,20.881,0.348,2.85,20.248,170.836,244.773,123.976,101.71,86.145,2.355
2,-20,20.881,0.348,2.85,24.698,173.566,241.537,124.427,100.717,86.145,2.328
2,-20,20.616,0.344,2.897,32.65,173.22,239.27,122.004,99.725,86.093,2.332
2,-23,23.537,0.392,2.928,33.971,173.22,241.118,120.603,100.13,85.053,2.366
2,-28,28.018,0.467,3.106,35.511,173.669,240.882,116.387,96.338,83.024,2.443
2,-37,37.216,0.62,-3.034,41.146,176.324,238.768,117.72,96.177,80.006,2.437
2,-50,51.923,0.865,-2.869,53.6,173.081,231.327,131.042,93.392,76.236,2.308
2,-57,63.071,1.051,-2.699,72.25,167.869,220.239,124.652,90.758,74.525,2.279
2,-53,67.007,1.117,-2.483,101.079,156.668,215.87,132.424,89.157,73.082,2.198
2,-83,83.726,1.395,-3.01,398.72,154.806,150.629,122.967,98.005,78.294,1.51
2,-71,72.78,1.213,2.92,386.745,117.886,175.183,96.897,74.404,55.0,2.322
2,-61,66.708,1.112,2.725,336.442,158.152,192.346,90.934,65.49,47.127,2.835
2,-47,64.382,1.073,2.389,301.761,167.171,201.48,123.568,95.189,79.246,2.028
2,-28,44.045,0.734,2.26,269.7,164.56,233.026,103.078,82.098,69.296,2.747
2,-24,27.295,0.455,2.645,162.542,113.283,236.163,78.026,50.488,42.059,4.154
2,-3,5.831,0.097,2.111,108.005,110.218,231.948,66.03,38.053,28.425,5.251
2,33,34.205,0.57,-0.266,132.231,104.561,228.615,62.129,34.525,29.069,5.455
2,40,48.826,0.814,-0.611,75.007,104.346,224.662,66.121,38.471,33.242,4.89
2,43,57.385,0.956,-0.724,66.287,98.615,220.03,60.299,33.0,29.069,5.394
2,43,62.968,1.049,-0.819,55.082,99.247,215.081,62.586,33.061,30.414,5.119
2,44,72.801,1.213,-0.922,47.17,98.184,215.035,64.257,37.643,30.871,4.859
2,38,81.413,1.357,-1.085,142.271,104.547,206.4,71.61,46.228,30.083,4.186
2,32,78.791,1.313,-1.153,175.046,115.763,197.588,86.313,63.891,43.012,3.068
2,32,72.45,1.207,-1.113,208.722,134.183,192.512,101.178,78.816,61.4,2.393
2,36,64.07,1.068,-0.974,228.65,142.636,192.917,113.225,90.338,72.615,2.096
2,40,55.866,0.931,-0.773,231.487,151.013,202.2,116.97,96.933,87.092,2.015
2,42,45.695,0.762,-0.405,250.769,152.977,209.898,120.83,99.328,90.028,2.03
2,47,47.17,0.786,-0.085,243.822,157.003,216.393,127.534,101.139,93.904,2.012
2,50,51.42,0.857,0.236,240.969,152.948,221.353,127.945,104.346,90.554,2.057
2,49,50.961,0.849,0.278,219.829,156.17,231.536,129.692,105.721,95.189,2.101
2,48,50.596,0.843,0.322,203.185,155.322,235.847,124.908,107.466,98.005,2.142
2,44,45.88,0.765,0.287,181.747,161.307,239.61,123.693,107.378,102.02,2.158
2,44,45.122,0.752,0.223,158.902,163.233,242.687,125.132,111.005,107.564,2.118
2,37,37.855,0.631,0.213,133.843,162.505,242.211,128.565,113.071,107.912,2.079
2,28,28.284,0.471,0.142,102.927,165.738,242.157,126.495,113.04,106.471,2.1
2,16,16.031,0.267,-0.062,77.897,166.138,240.302,128.265,113.018,107.378,2.068
2,1,6.083,0.101,-1.406,52.479,164.712,239.14,132.442,111.162,108.167,2.039
2,-5,22.561,0.376,-1.794,38.013,161.608,239.385,128.577,106.569,99.126,2.148
2,-15,31.765,0.529,-2.063,57.28,160.465,229.192,132.439,104.809,104.005,2.015
2,-26,45.222,0.754,-2.183,133.225,153.395,225.621,136.858,106.301,102.122,1.96
2,-18,39.357,0.656,-2.046,211.116,150.083,213.843,132.823,102.786,96.104,1.934
2,-12,30.463,0.508,-1.976,244.248,148.395,137.637,115.603,94.752,82.134,1.412
2,-13,28.178,0.47,-2.05,262.374,135.956,124.868,104.403,82.879,62.129,1.502
2,-7,13.038,0.217,-2.138,258.6,136.125,119.641,98.681,70.682,85.428,1.409
2,-6,10.817,0.18,2.159,263.319,133.81,137.011,118.343,100.767,87.71,1.34
2,5,29.428,0.49,1.4,150.283,115.918,95.047,73.335,55.036,49.041,1.607
2,4,14.56,0.243,1.292,78.339,112.361,117.478,63.953,45.607,45.343,2.275
2,11,11.18,0.186,-0.18,24.331,120.154,104.69,58.138,43.417,45.343,2.138
2,19,21.024,0.35,-0.442,10.0,117.644,105.683,71.253,43.738,41.11,2.031
2,30,31.953,0.533,-0.351,38.275,109.142,152.486,72.25,41.773,38.288,3.003
2,32,37.736,0.629,-0.559,61.4,101.435,209.308,60.133,34.059,28.601,5.114
2,32,43.186,0.72,-0.736,79.31,98.858,215.232,63.285,37.014,31.064,4.915
2,34,51.74,0.862,-0.854,108.747,106.301,216.76,67.602,43.186,34.54,4.475
2,33,59.908,0.998,-0.987,160.851,105.019,215.353,73.007,45.354,36.139,4.182
2,32,59.363,0.989,-1.001,203.158,110.476,211.294,81.597,53.226,38.21,3.663
2,35,61.033,1.017,-0.96,240.302,119.252,207.331,90.554,65.0,46.519,3.078
2,42,63.781,1.063,-0.852,258.544,132.834,211.059,98.473,76.368,60.959,2.685
2,47,61.074,1.018,-0.693,270.416,140.064,212.25,107.168,87.459,70.292,2.404
2,51,60.208,1.003,-0.56,270.379,145.245,214.646,106.775,90.0,79.63,2.33
2,51,55.543,0.926,-0.407,267.328,146.659,217.61,114.865,97.755,86.833,2.18
2,54,55.109,0.918,-0.201,265.345,146.386,219.237,110.114,100.319,90.25,2.187
2,53,53.009,0.883,0.019,262.711,151.344,228.779,118.512,102.318,93.606,2.183
2,55,58.189,0.97,0.333,239.46,154.842,228.659,121.655,105.304,98.717,2.106
2,53,60.415,1.007,0.501,212.85,153.395,232.659,117.273,103.581,102.259,2.16
2,50,60.465,1.008,0.597,182.455,154.829,236.907,116.108,103.16,101.597,2.215
2,41,55.227,0.92,0.734,144.17,152.506,235.476,111.615,97.529,100.603,2.281
2,25,42.202,0.703,0.937,89.275,155.467,237.186,114.634,100.424,100.404,2.256
2,11,27.313,0.455,1.156,46.098,154.315,235.372,113.719,100.424,95.525,2.28
2,-6,7.211,0.12,2.554,25.0,155.467,239.727,118.309,104.048,100.319,2.229
2,-29,30.676,0.511,-2.81,74.847,156.924,236.292,114.232,102.961,104.173,2.206
2,-53,58.181,0.97,-2.716,132.774,153.447,234.73,117.175,102.391,101.242,2.195
2,-65,79.057,1.318,-2.536,193.879,154.305,228.429,123.13,105.906,103.392,2.061
2,-82,90.377,1.506,-2.708,221.984,148.661,214.348,121.264,102.108,95.352,2.018
2,-76,79.699,1.328,-2.836,308.663,150.0,183.371,135.96,113.217,98.762,1.581
2,-85,87.321,1.455,-2.911,361.935,125.925,181.838,102.343,82.037,69.527,2.148
2,-99,99.247,1.654,-3.071,299.506,105.929,195.346,67.72,43.738,34.482,4.016
2,-78,78.638,1.311,3.014,305.164,99.639,204.475,53.46,33.061,31.828,5.183
2,-61,61.984,1.033,2.963,279.016,100.688,212.615,52.01,33.242,32.558,5.414
2,-42,46.519,0.775,2.697,258.157,107.448,219.317,60.008,38.471,34.828,4.936
2,-18,36.715,0.612,2.083,264.439,111.126,222.32,65.008,39.812,39.623,4.617
2,-3,55.082,0.918,1.625,274.046,103.586,221.964,66.0,37.336,35.468,4.797
2,15,68.659,1.144,1.351,221.063,104.738,221.142,60.208,36.056,33.015,5.132
2,29,59.54,0.992,1.062,139.445,104.809,219.693,62.65,37.121,32.65,4.977
2,43,53.009,0.883,0.625,88.051,103.392,217.113,60.208,37.336,31.78,5.036
2,43,53.009,0.883,0.625,88.051,103.392,217.113,60.208,37.336,31.78,5.036
2,66,67.082,1.118,0.18,139.201,105.385,217.35,60.638,36.346,34.015,4.978
2,90,92.892,1.548,-0.25,171.4,102.005,218.197,61.131,36.878,30.676,5.087
2,72,73.164,1.219,0.179,164.104,97.329,213.74,65.803,39.56,33.242,4.626
2,73,73.246,1.221,0.082,189.974,101.4,211.294,68.352,42.72,31.257,4.454
2,75,75.007,1.25,-0.013,230.489,105.019,205.995,72.719,49.092,32.388,4.008
2,66,66.189,1.103,0.076,255.143,109.11,202.2,79.057,56.569,33.121,3.595
2,56,57.723,0.962,0.245,257.965,112.294,202.247,86.833,62.37,38.833,3.227
2,44,48.754,0.813,0.445,255.932,129.808,202.094,99.086,74.626,50.912,2.699
2,47,48.765,0.813,0.27,243.83,133.124,191.846,101.237,84.095,63.53,2.313
2,41,41.976,0.7,0.216,233.829,139.946,196.698,107.703,94.921,69.893,2.165
2,25,32.016,0.534,0.675,220.0,145.908,198.6,111.893,99.247,80.808,2.041
2,25,43.012,0.717,0.951,189.082,143.757,207.531,117.546,104.087,88.566,2.007
2,12,36.056,0.601,1.232,167.215,153.235,218.449,124.04,110.223,105.0,1.932
2,-3,8.544,0.142,1.93,158.417,162.086,226.451,123.628,117.038,111.759,1.928
2,-3,8.544,0.142,1.93,158.417,162.086,226.451,123.628,117.038,111.759,1.928
2,-29,29.155,0.486,3.039,102.46,165.197,231.931,128.876,118.343,116.726,1.912
2,-23,40.224,0.67,2.179,95.084,164.222,233.848,125.782,116.276,114.586,1.967
2,-36,41.183,0.686,2.634,84.433,167.371,235.85,125.897,114.11,115.572,1.99
2,-48,49.729,0.829,2.877,93.862,170.262,235.23,128.876,117.154,116.25,1.948
2,-59,59.211,0.987,3.057,126.052,170.262,233.094,129.124,117.107,115.117,1.935
2,-73,73.335,1.222,-3.046,141.796,168.808,233.238,129.259,118.271,116.108,1.924
2,-73,74.33,1.239,-2.952,247.524,169.779,233.94,127.012,116.276,117.546,1.945
2,-65,65.192,1.087,3.065,311.91,172.696,233.311,127.142,116.211,119.365,1.93
2,-67,69.642,1.161,2.865,349.332,171.959,234.478,127.279,114.07,117.388,1.961
2,-67,71.868,1.198,2.771,368.126,165.17,234.674,122.784,109.041,112.294,2.046
2,-67,70.838,1.181,2.811,379.301,161.047,229.817,123.762,103.078,108.046,2.059
2,-54,59.933,0.999,2.693,377.895,147.462,216.64,133.195,103.697,95.084,1.958
2,-40,50.606,0.843,2.482,358.621,131.548,196.311,122.102,95.901,83.487,1.953
2,-26,50.249,0.837,2.115,336.155,109.403,159.101,92.655,64.257,43.417,2.383
2,-19,60.083,1.001,1.893,294.272,78.492,149.833,58.249,38.833,8.062,4.275
2,-19,60.083,1.001,1.893,294.272,78.492,149.833,58.249,38.833,8.062,4.275
2,-19,60.083,1.001,1.893,294.272,78.492,149.833,58.249,38.833,8.062,4.275
2,-19,60.083,1.001,1.893,294.272,78.492,149.833,58.249,38.833,8.062,4.275
2,5,24.515,0.409,1.365,195.359,132.424,162.542,72.622,58.189,62.008,2.529
2,12,27.731,0.462,1.123,90.802,42.012,19.925,2.236,25.179,39.357,0.895
2,15,27.459,0.458,0.993,83.006,89.067,122.577,118.444,27.803,47.297,1.9
2,13,22.204,0.37,0.945,78.772,89.471,168.716,101.316,31.113,46.098,2.835
2,11,23.707,0.395,1.088,76.007,82.298,184.548,44.944,21.932,37.216,5.319
2,5,21.587,0.36,1.337,76.368,92.439,210.535,43.29,17.493,31.401,6.852
2,2,24.083,0.401,1.488,76.217,92.574,204.267,52.953,23.259,37.0,5.413
2,-1,18.028,0.3,1.626,74.947,70.838,189.235,40.05,11.18,49.244,5.65
2,-9,9.849,0.164,2.723,81.32,45.607,157.099,33.838,26.077,19.105,5.964
2,-13,13.0,0.217,3.142,83.15,48.918,130.507,45.011,37.537,26.173,3.601
2,-20,20.025,0.334,-3.092,87.0,120.702,59.666,41.195,31.828,92.962,1.078
2,-18,18.111,0.302,-3.031,85.288,101.533,127.424,74.632,55.579,34.409,2.322
2,-12,12.0,0.2,3.142,103.947,85.563,116.619,89.499,67.683,50.22,1.687
2,-16,16.125,0.269,3.017,102.611,63.953,80.802,93.622,86.977,72.615,0.957
2,-19,21.471,0.358,2.657,93.392,125.575,136.971,107.49,101.02,99.358,1.335
2,-15,19.209,0.32,2.467,80.281,134.648,179.413,114.039,110.856,90.824,1.705
2,-9,15.811,0.264,2.176,65.924,140.801,194.538,122.0,117.388,102.318,1.708
2,-8,16.125,0.269,2.09,55.579,149.967,204.863,121.202,115.447,104.062,1.804
2,-9,15.0,0.25,2.214,42.297,153.73,218.248,124.0,117.686,104.403,1.892
2,-12,16.279,0.271,2.4,33.526,157.835,227.633,128.004,123.556,113.323,1.872
2,-13,15.264,0.254,2.59,28.844,161.075,230.586,131.095,124.459,112.379,1.88
2,-18,18.974,0.316,2.82,24.839,163.713,233.585,129.653,121.807,112.614,1.925
2,-26,26.173,0.436,3.027,21.213,162.015,229.637,126.669,120.934,111.629,1.918
2,-34,34.0,0.567,3.142,21.84,163.487,232.725,129.248,122.053,112.45,1.919
2,-45,45.277,0.755,-3.031,29.0,160.854,234.957,126.099,119.683,114.337,1.957
2,-57,58.694,0.978,-2.901,46.53,162.188,234.344,123.329,115.117,114.756,1.99
2,-62,68.447,1.141,-2.704,79.12,163.368,228.548,124.904,110.454,115.209,1.956
2,-61,72.945,1.216,-2.561,116.108,155.502,225.524,122.184,105.119,103.576,2.045
2,-57,63.071,1.051,-2.699,177.406,130.545,206.932,100.245,82.152,75.664,2.406
2,-72,72.111,1.202,-3.086,234.019,32.016,68.425,15.297,23.77,27.459,3.086
2,-90,90.934,1.516,2.998,265.228,37.054,146.741,14.142,25.495,31.765,6.165
2,-109,120.768,2.013,2.696,163.38,37.121,156.952,7.616,24.083,33.422,7.231
2,-95,95.189,1.586,-3.079,132.004,37.216,165.955,5.0,22.361,33.971,8.118
2,-84,84.006,1.4,3.13,121.462,51.245,180.272,14.318,10.44,30.0,9.876
2,-75,76.295,1.272,2.957,121.037,58.052,189.621,9.055,9.849,44.911,8.914
2,-69,69.354,1.156,3.04,118.95,68.731,195.151,17.464,7.81,25.318,11.572
2,-60,60.208,1.003,3.058,103.942,71.113,195.923,19.925,9.849,28.46,10.093
2,-54,54.083,0.901,-3.086,86.163,72.028,193.598,25.495,10.05,25.06,9.583
2,-59,59.841,0.997,2.974,69.405,73.824,187.515,32.202,12.53,22.204,8.404
2,-55,57.009,0.95,2.875,62.129,80.994,182.483,39.598,20.809,17.889,6.992
2,-42,42.579,0.71,2.976,127.142,94.874,176.011,65.115,40.853,22.023,4.126
2,-43,43.932,0.732,-2.935,70.576,103.966,170.558,73.43,53.6,31.906,3.219
2,-35,35.128,0.585,-3.056,82.565,114.477,174.324,78.16,63.64,43.829,2.817
2,-24,31.241,0.521,2.447,116.456,119.038,179.011,79.12,71.021,50.695,2.674
2,-3,23.195,0.387,1.7,132.246,129.004,186.102,90.802,83.863,62.817,2.351
2,-13,14.765,0.246,-2.648,129.418,137.379,193.982,95.273,90.554,72.367,2.254
2,-8,8.544,0.142,-2.783,121.083,143.757,200.943,106.042,99.504,84.717,2.077
2,-7,7.0,0.117,3.142,111.759,141.156,205.779,110.725,105.575,90.449,2.013
2,-4,7.211,0.12,-2.159,99.825,145.014,210.836,115.109,109.293,92.266,1.997
2,-5,6.403,0.107,-2.467,95.016,150.765,217.497,119.369,113.217,100.18,1.961
2,-4,8.944,0.149,-2.034,76.485,153.883,220.62,119.252,112.539,103.31,1.975
2,-4,13.601,0.227,-1.869,59.397,154.289,222.704,121.458,112.539,104.173,1.976
2,-7,17.464,0.291,-1.983,45.486,157.918,222.2,123.762,115.434,109.115,1.914
2,-15,24.207,0.403,-2.239,43.829,159.211,222.407,125.228,114.63,108.116,1.917
2,-18,26.907,0.448,-2.304,45.88,159.248,220.871,123.329,112.641,109.073,1.92
2,-29,37.643,0.627,-2.45,54.129,160.103,223.432,121.758,109.554,108.074,1.975
2,-41,49.649,0.827,-2.542,60.671,156.589,219.021,118.929,104.58,108.005,1.982
2,-51,64.815,1.08,-2.476,66.641,156.78,216.005,110.494,98.311,103.005,2.078
2,-52,75.69,1.262,-2.328,87.046,137.306,193.104,104.848,76.322,70.257,2.304
2,-67,69.642,1.161,-2.865,230.586,112.508,178.474,90.973,62.362,51.245,2.617
2,-55,57.871,0.965,-2.825,273.359,90.427,184.61,80.604,48.836,36.77,3.332
2,-36,36.878,0.615,-2.923,266.188,71.253,189.708,41.34,20.224,24.759,6.593
2,-13,13.601,0.227,2.843,247.002,81.302,203.039,36.688,20.025,32.802,6.805
2,1,10.05,0.167,1.471,206.874,88.051,209.354,35.735,24.021,37.483,6.459
2,10,20.591,0.343,1.064,134.082,86.284,209.347,37.336,24.0,36.069,6.448
2,14,17.205,0.287,0.62,37.336,88.278,209.347,36.401,24.0,38.21,6.369
2,19,19.416,0.324,0.207,13.454,82.055,205.876,33.526,21.0,33.242,7.037
2,34,34.928,0.582,0.231,40.853,86.145,206.228,34.54,21.024,31.828,7.079
2,34,35.171,0.586,0.259,63.325,83.054,200.684,35.777,22.804,30.61,6.75
2,29,29.833,0.497,0.237,73.082,84.481,196.229,38.013,23.324,23.707,6.922
2,24,24.021,0.4,0.042,82.225,87.641,189.889,48.415,28.284,24.698,5.618
2,17,17.029,0.284,-0.059,82.037,92.477,184.61,53.814,35.805,23.022,4.917
2,14,16.643,0.277,0.571,91.082,95.718,177.0,59.363,42.544,24.698,4.194
2,8,11.314,0.189,0.785,97.867,106.217,176.567,71.694,58.189,37.014,3.174
2,3,5.831,0.097,1.03,103.31,116.846,175.864,80.062,68.308,47.885,2.688
2,4,10.77,0.18,1.19,102.176,123.81,181.662,86.764,79.831,58.189,2.424
2,4,17.464,0.291,1.34,93.904,128.16,191.4,95.341,87.476,66.483,2.303
2,-3,27.166,0.453,1.681,91.22,134.629,196.4,102.528,93.536,74.673,2.176
2,-8,36.878,0.615,1.789,87.92,140.161,203.494,109.444,100.245,82.492,2.089
2,-12,43.681,0.728,1.849,82.298,144.014,209.609,117.72,105.233,89.275,2.014
2,-19,49.769,0.829,1.962,74.793,146.741,214.311,119.854,112.071,96.083,1.96
2,-24,51.0,0.85,2.061,65.863,149.967,216.391,119.239,112.004,101.005,1.954
2,-32,50.448,0.841,2.258,50.12,149.466,215.745,119.05,111.0,101.02,1.955
2,-37,49.578,0.826,2.413,35.847,153.522,219.272,121.017,114.004,105.005,1.935
2,-46,54.378,0.906,2.579,17.889,152.611,216.301,120.416,112.004,105.0,1.923
2,-56,60.166,1.003,2.767,10.77,152.315,219.112,118.87,110.018,104.005,1.975
2,-70,71.589,1.193,2.93,22.0,152.086,218.653,119.239,110.005,105.076,1.962
2,-86,86.145,1.436,3.084,54.037,154.156,218.826,121.202,111.018,105.043,1.946
2,-79,79.101,1.318,-3.091,85.212,154.029,221.02,120.83,111.041,106.042,1.962
2,-82,83.024,1.384,-2.984,144.125,153.942,227.607,121.511,108.074,112.112,1.998
2,-82,86.023,1.434,-2.835,218.826,161.4,229.839,125.634,108.296,117.107,1.964
2,-77,77.782,1.296,-3.0,274.372,154.845,224.931,137.768,116.211,110.0,1.854
2,-82,83.546,1.392,-2.949,300.097,141.51,201.534,134.826,96.317,80.306,1.941
2,-85,87.801,1.463,-2.888,308.449,114.769,180.892,94.847,67.357,50.99,2.545
2,-74,76.922,1.282,-2.865,314.994,102.611,185.284,70.342,47.381,30.017,3.762
2,-59,61.984,1.033,-2.83,305.63,81.216,187.968,45.398,25.298,32.45,5.467
2,-43,43.566,0.726,-2.98,277.908,82.201,188.481,34.015,21.471,37.577,6.076
2,-29,29.0,0.483,3.142,250.252,80.523,188.958,31.016,15.0,38.601,6.699
2,-17,19.235,0.321,2.655,206.32,75.432,180.546,27.0,14.866,41.485,6.498
2,-7,13.892,0.232,2.099,160.44,67.186,168.309,19.647,13.416,70.406,4.88
2,4,26.306,0.438,1.418,64.661,68.593,160.331,42.048,13.454,17.088,6.626
2,4,13.601,0.227,1.272,40.361,80.05,164.073,48.021,25.495,17.088,5.433
2,27,33.601,0.56,0.638,88.284,81.271,158.71,45.277,24.187,15.133,5.628
2,34,40.497,0.675,0.574,146.578,82.152,152.03,47.885,32.757,14.866,4.775
2,47,51.894,0.865,0.438,192.065,97.082,156.016,65.299,49.244,27.295,3.3
2,56,60.539,1.009,0.39,228.055,109.041,158.446,74.095,59.034,37.336,2.788
2,60,65.391,1.09,0.409,262.048,108.245,160.705,74.733,60.415,39.357,2.763
2,58,66.242,1.104,0.504,279.002,114.022,163.615,77.82,64.537,45.695,2.61
2,52,60.539,1.009,0.538,277.065,120.739,167.296,82.347,71.805,52.924,2.424
2,48,61.221,1.02,0.67,275.089,125.1,173.666,83.63,76.158,59.464,2.376
2,44,62.936,1.049,0.797,274.007,127.004,177.341,90.824,83.433,66.408,2.211
2,41,64.661,1.078,0.884,265.017,131.746,179.744,95.273,87.864,69.642,2.133
2,41,69.405,1.157,0.939,242.008,138.679,184.201,96.385,91.591,74.465,2.106
2,32,66.242,1.104,1.067,227.079,140.982,190.066,103.247,96.509,78.339,2.05
2,34,68.964,1.149,1.055,215.114,139.284,192.588,108.079,101.966,83.744,1.967
2,35,71.197,1.187,1.057,207.292,142.172,193.331,110.725,104.58,87.132,1.918
2,31,69.318,1.155,1.107,200.302,139.789,194.487,109.444,104.389,88.459,1.93
2,30,67.082,1.118,1.107,190.168,140.293,198.708,112.272,107.378,92.779,1.908
2,24,59.093,0.985,1.153,182.069,141.421,200.863,112.792,108.227,94.43,1.91
2,13,49.729,0.829,1.306,170.074,142.299,205.236,113.508,109.115,97.329,1.924
2,-3,34.132,0.569,1.659,138.0,145.362,206.041,115.447,110.073,100.319,1.897
2,-20,26.907,0.448,2.409,101.124,149.402,212.163,118.457,113.004,104.077,1.897
2,-25,25.08,0.418,-3.062,61.098,150.791,212.558,118.878,111.041,107.042,1.892
2,-21,29.698,0.495,-2.356,28.32,152.463,214.401,119.436,112.004,109.005,1.889
2,-20,35.228,0.587,-2.175,108.78,155.242,217.849,119.105,109.225,113.004,1.915
2,-14,34.015,0.567,-1.995,149.091,155.756,212.085,125.228,107.912,111.072,1.848
2,-21,46.065,0.768,-2.044,168.861,153.418,212.934,121.462,101.0,103.484,1.96
2,-16,53.451,0.891,-1.875,176.74,153.395,206.155,122.25,95.567,87.966,2.023
2,-5,56.223,0.937,-1.66,170.511,127.028,188.064,80.529,67.186,61.66,2.695
2,1,58.009,0.967,-1.554,160.031,107.056,180.878,85.633,52.697,41.629,3.015
2,7,61.4,1.023,-1.457,143.781,84.119,174.874,61.847,29.732,15.297,4.909
2,12,73.98,1.233,-1.408,129.711,66.0,191.635,43.012,22.023,18.028,6.921
2,27,75.961,1.266,-1.207,110.136,82.565,200.532,40.05,21.954,29.069,6.606
2,38,76.158,1.269,-1.048,91.548,87.316,207.06,38.897,29.069,63.891,4.711
2,46,82.928,1.382,-0.983,73.756,82.219,206.652,32.696,25.554,49.031,5.779
2,57,91.049,1.517,-0.894,62.769,83.217,213.591,34.886,30.232,53.16,5.418
2,78,108.208,1.803,-0.766,58.009,88.6,214.367,38.079,28.32,45.541,5.745
2,97,124.471,2.075,-0.677,68.425,89.889,208.471,43.738,25.612,42.059,5.614
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
2,112,141.82,2.364,-0.66,95.131,82.006,206.247,45.011,27.313,37.216,5.649
